NGO_name,location,needed_quantity,food_type,contact
Charity_1556,Alexandria,396,Fruits,+20-1196435175
Charity_1557,Delta,311,Vegetables,+20-1639174216
Charity_1558,Cairo,278,Bakery,+20-1391463210
Charity_1559,Mansoura,294,Bakery,+20-1475836459
Charity_1560,Cairo,489,Meat,+20-1308124438
Charity_1561,Alexandria,220,Vegetables,+20-1910456080
Charity_1562,Giza,81,Vegetables,+20-1569722645
Charity_1563,Giza,253,Bakery,+20-1342416647
Charity_1564,Cairo,160,Vegetables,+20-1897996017
Charity_1565,Mansoura,389,Fruits,+20-1470777296
Charity_1566,Giza,240,Dairy,+20-1339101436
Charity_1567,Giza,55,Bakery,+20-1868527743
Charity_1568,Cairo,286,Fruits,+20-1932750670
Charity_1569,Cairo,425,Dairy,+20-1343847080
Charity_1570,Alexandria,94,Dairy,+20-1652913101
Charity_1571,Alexandria,125,Vegetables,+20-1391803243
Charity_1572,Mansoura,254,Dairy,+20-1495240051
Charity_1573,Cairo,114,Fruits,+20-1860306066
Charity_1574,Delta,152,Dairy,+20-1916104265
Charity_1575,Upper Egypt,344,Bakery,+20-1126546318
Charity_1576,Cairo,418,Fruits,+20-1325422934
Charity_1577,Mansoura,420,Dairy,+20-1744759560
Charity_1578,Giza,149,Vegetables,+20-1628889725
Charity_1579,Mansoura,168,Vegetables,+20-1376887926
Charity_1580,Giza,126,Bakery,+20-1481127235
Charity_1581,Upper Egypt,254,Vegetables,+20-1930357371
Charity_1582,Delta,168,Dairy,+20-1250122898
Charity_1583,Giza,304,Vegetables,+20-1299972109
Charity_1584,Alexandria,434,Bakery,+20-1323228405
Charity_1585,Cairo,68,Vegetables,+20-1969637561
Charity_1586,Giza,417,Dairy,+20-1985356111
Charity_1587,Upper Egypt,407,Meat,+20-1107414852
Charity_1588,Delta,404,Bakery,+20-1435215832
Charity_1589,Giza,385,Vegetables,+20-1369491264
Charity_1590,Cairo,154,Dairy,+20-1111962073
Charity_1591,Alexandria,151,Vegetables,+20-1350419748
Charity_1592,Giza,399,Meat,+20-1778879427
Charity_1593,Upper Egypt,325,Bakery,+20-1326067875
Charity_1594,Delta,193,Fruits,+20-1528018905
Charity_1595,Upper Egypt,442,Meat,+20-1237312945
Charity_1596,Alexandria,380,Dairy,+20-1687793318
Charity_1597,Upper Egypt,56,Fruits,+20-1599010785
Charity_1598,Giza,275,Meat,+20-1736129543
Charity_1599,Delta,460,Fruits,+20-1908249565
Charity_1600,Upper Egypt,396,Meat,+20-1612731589
Charity_1601,Mansoura,342,Dairy,+20-1680200438
Charity_1602,Cairo,384,Dairy,+20-1417604667
Charity_1603,Alexandria,482,Fruits,+20-1429813964
Charity_1604,Alexandria,422,Vegetables,+20-1202927908
Charity_1605,Alexandria,300,Bakery,+20-1949920704
Charity_1606,Giza,287,Bakery,+20-1818029650
Charity_1607,Giza,272,Fruits,+20-1132338342
Charity_1608,Alexandria,155,Vegetables,+20-1775640214
Charity_1609,Mansoura,151,Bakery,+20-1560287875
Charity_1610,Delta,321,Fruits,+20-1762219898
Charity_1611,Giza,184,Vegetables,+20-1664973986
Charity_1612,Delta,159,Bakery,+20-1140819526
Charity_1613,Giza,358,Dairy,+20-1758857798
Charity_1614,Delta,289,Bakery,+20-1333745915
Charity_1615,Upper Egypt,158,Meat,+20-1844517280
Charity_1616,Alexandria,61,Vegetables,+20-1277146842
Charity_1617,Cairo,354,Bakery,+20-1501720022
Charity_1618,Delta,472,Dairy,+20-1470919112
Charity_1619,Alexandria,449,Meat,+20-1831148751
Charity_1620,Upper Egypt,422,Meat,+20-1237188533
Charity_1621,Alexandria,55,Dairy,+20-1568056824
Charity_1622,Mansoura,498,Bakery,+20-1534635966
Charity_1623,Upper Egypt,393,Meat,+20-1533010470
Charity_1624,Upper Egypt,284,Vegetables,+20-1419614644
Charity_1625,Mansoura,263,Dairy,+20-1200524037
Charity_1626,Alexandria,474,Bakery,+20-1719555530
Charity_1627,Upper Egypt,322,Dairy,+20-1364798825
Charity_1628,Giza,336,Bakery,+20-1484802096
Charity_1629,Upper Egypt,365,Meat,+20-1884597284
Charity_1630,Cairo,168,Bakery,+20-1459648840
Charity_1631,Giza,208,Vegetables,+20-1604339497
Charity_1632,Mansoura,136,Vegetables,+20-1210770824
Charity_1633,Alexandria,230,Bakery,+20-1915369999
Charity_1634,Mansoura,173,Dairy,+20-1416707013
Charity_1635,Giza,343,Dairy,+20-1344654366
Charity_1636,Delta,359,Fruits,+20-1760444339
Charity_1637,Alexandria,355,Fruits,+20-1107755294
Charity_1638,Giza,334,Bakery,+20-1473518639
Charity_1639,Alexandria,453,Fruits,+20-1545343160
Charity_1640,Alexandria,272,Fruits,+20-1313015750
Charity_1641,Cairo,290,Meat,+20-1651417634
Charity_1642,Mansoura,161,Meat,+20-1157526117
Charity_1643,Giza,428,Meat,+20-1116857943
Charity_1644,Upper Egypt,124,Dairy,+20-1319068996
Charity_1645,Mansoura,393,Dairy,+20-1337777259
Charity_1646,Upper Egypt,430,Vegetables,+20-1476801784
Charity_1647,Upper Egypt,249,Dairy,+20-1319996555
Charity_1648,Upper Egypt,410,Vegetables,+20-1282548833
Charity_1649,Upper Egypt,154,Fruits,+20-1642231175
Charity_1650,Mansoura,187,Bakery,+20-1329595074
Charity_1651,Delta,83,Dairy,+20-1816756779
Charity_1652,Mansoura,52,Meat,+20-1723049761
Charity_1653,Cairo,67,Bakery,+20-1111141705
Charity_1654,Alexandria,330,Bakery,+20-1562558731
Charity_1655,Mansoura,418,Meat,+20-1902933277
Charity_1656,Mansoura,156,Vegetables,+20-1543831544
Charity_1657,Alexandria,205,Dairy,+20-1930592387
Charity_1658,Delta,342,Vegetables,+20-1813473052
Charity_1659,Mansoura,313,Fruits,+20-1759317972
Charity_1660,Alexandria,372,Fruits,+20-1198103184
Charity_1661,Mansoura,270,Meat,+20-1944918864
Charity_1662,Delta,393,Meat,+20-1743676136
Charity_1663,Giza,303,Meat,+20-1545424233
Charity_1664,Alexandria,444,Fruits,+20-1785584809
Charity_1665,Delta,105,Meat,+20-1406622147
Charity_1666,Alexandria,434,Dairy,+20-1974680458
Charity_1667,Giza,416,Fruits,+20-1549325412
Charity_1668,Mansoura,344,Fruits,+20-1373741451
Charity_1669,Mansoura,455,Vegetables,+20-1839449654
Charity_1670,Giza,326,Dairy,+20-1924755606
Charity_1671,Delta,79,Fruits,+20-1240411008
Charity_1672,Delta,343,Meat,+20-1807790100
Charity_1673,Alexandria,249,Dairy,+20-1470194526
Charity_1674,Cairo,333,Vegetables,+20-1575132962
Charity_1675,Delta,459,Fruits,+20-1894730104
Charity_1676,Mansoura,276,Meat,+20-1737174525
Charity_1677,Delta,435,Bakery,+20-1639508937
Charity_1678,Giza,277,Fruits,+20-1363616056
Charity_1679,Alexandria,231,Meat,+20-1750934690
Charity_1680,Mansoura,310,Fruits,+20-1764613594
Charity_1681,Giza,307,Meat,+20-1524204655
Charity_1682,Giza,432,Fruits,+20-1162017009
Charity_1683,Giza,172,Meat,+20-1649223228
Charity_1684,Delta,380,Bakery,+20-1989807897
Charity_1685,Upper Egypt,249,Fruits,+20-1522282537
Charity_1686,Delta,377,Vegetables,+20-1384775347
Charity_1687,Giza,202,Vegetables,+20-1484750773
Charity_1688,Alexandria,320,Dairy,+20-1738731034
Charity_1689,Alexandria,140,Meat,+20-1300429687
Charity_1690,Cairo,401,Fruits,+20-1517552319
Charity_1691,Cairo,471,Vegetables,+20-1641599563
Charity_1692,Mansoura,82,Meat,+20-1659540826
Charity_1693,Delta,73,Vegetables,+20-1454460937
Charity_1694,Alexandria,264,Bakery,+20-1412176902
Charity_1695,Mansoura,268,Meat,+20-1421752044
Charity_1696,Delta,460,Meat,+20-1327566219
Charity_1697,Mansoura,256,Fruits,+20-1573838084
Charity_1698,Alexandria,285,Dairy,+20-1888830120
Charity_1699,Delta,112,Meat,+20-1557445416
Charity_1700,Cairo,145,Vegetables,+20-1224331092
Charity_1701,Alexandria,72,Vegetables,+20-1880636663
Charity_1702,Delta,467,Dairy,+20-1850279813
Charity_1703,Alexandria,229,Bakery,+20-1946807959
Charity_1704,Mansoura,413,Bakery,+20-1863384306
Charity_1705,Upper Egypt,85,Bakery,+20-1785939036
Charity_1706,Cairo,71,Fruits,+20-1231665667
Charity_1707,Alexandria,316,Bakery,+20-1337952893
Charity_1708,Giza,160,Fruits,+20-1240683954
Charity_1709,Delta,262,Dairy,+20-1101363076
Charity_1710,Cairo,467,Vegetables,+20-1653648045
Charity_1711,Alexandria,211,Meat,+20-1922937328
Charity_1712,Cairo,135,Bakery,+20-1463714985
Charity_1713,Mansoura,148,Bakery,+20-1112414296
Charity_1714,Cairo,498,Meat,+20-1173637121
Charity_1715,Giza,488,Fruits,+20-1970425349
Charity_1716,Alexandria,488,Dairy,+20-1201658540
Charity_1717,Delta,97,Fruits,+20-1700153583
Charity_1718,Cairo,247,Meat,+20-1741815664
Charity_1719,Alexandria,361,Bakery,+20-1927560011
Charity_1720,Delta,109,Vegetables,+20-1530755030
Charity_1721,Upper Egypt,451,Fruits,+20-1138850168
Charity_1722,Alexandria,222,Meat,+20-1718031620
Charity_1723,Cairo,393,Bakery,+20-1339026974
Charity_1724,Delta,260,Bakery,+20-1570322745
Charity_1725,Cairo,306,Dairy,+20-1953574680
Charity_1726,Upper Egypt,302,Meat,+20-1618646472
Charity_1727,Cairo,324,Meat,+20-1789353414
Charity_1728,Alexandria,362,Vegetables,+20-1741502374
Charity_1729,Giza,412,Vegetables,+20-1906609429
Charity_1730,Delta,416,Fruits,+20-1118546302
Charity_1731,Mansoura,409,Meat,+20-1744419648
Charity_1732,Mansoura,92,Vegetables,+20-1734572353
Charity_1733,Giza,156,Vegetables,+20-1179699319
Charity_1734,Giza,193,Bakery,+20-1479046305
Charity_1735,Giza,119,Meat,+20-1704020141
Charity_1736,Alexandria,71,Meat,+20-1987816714
Charity_1737,Giza,294,Meat,+20-1605930665
Charity_1738,Mansoura,235,Bakery,+20-1696647539
Charity_1739,Alexandria,247,Vegetables,+20-1869172831
Charity_1740,Mansoura,180,Bakery,+20-1107414240
Charity_1741,Mansoura,254,Meat,+20-1173329348
Charity_1742,Upper Egypt,142,Dairy,+20-1947175016
Charity_1743,Upper Egypt,117,Meat,+20-1797574141
Charity_1744,Giza,80,Dairy,+20-1735557446
Charity_1745,Alexandria,87,Dairy,+20-1441450856
Charity_1746,Mansoura,394,Meat,+20-1280408313
Charity_1747,Cairo,110,Bakery,+20-1563450220
Charity_1748,Cairo,475,Meat,+20-1682013608
Charity_1749,Cairo,112,Vegetables,+20-1817447075
Charity_1750,Upper Egypt,380,Vegetables,+20-1829658251
Charity_1751,Delta,482,Bakery,+20-1337997028
Charity_1752,Giza,80,Vegetables,+20-1448478747
Charity_1753,Alexandria,348,Bakery,+20-1925692627
Charity_1754,Mansoura,347,Vegetables,+20-1163960242
Charity_1755,Mansoura,453,Vegetables,+20-1337470604
Charity_1756,Cairo,454,Fruits,+20-1976167010
Charity_1757,Upper Egypt,224,Bakery,+20-1562218803
Charity_1758,Delta,386,Bakery,+20-1852815284
Charity_1759,Delta,483,Meat,+20-1121650791
Charity_1760,Delta,410,Dairy,+20-1779964047
Charity_1761,Cairo,342,Dairy,+20-1687951964
Charity_1762,Cairo,197,Fruits,+20-1133115847
Charity_1763,Alexandria,133,Meat,+20-1169902951
Charity_1764,Giza,436,Meat,+20-1333165562
Charity_1765,Mansoura,53,Bakery,+20-1231478769
Charity_1766,Mansoura,452,Fruits,+20-1933195802
Charity_1767,Cairo,402,Bakery,+20-1925363146
Charity_1768,Cairo,179,Fruits,+20-1902247530
Charity_1769,Mansoura,479,Meat,+20-1681018176
Charity_1770,Upper Egypt,88,Bakery,+20-1636401866
Charity_1771,Cairo,181,Meat,+20-1963763388
Charity_1772,Delta,480,Vegetables,+20-1393319570
Charity_1773,Mansoura,338,Fruits,+20-1383051320
Charity_1774,Alexandria,339,Fruits,+20-1132037354
Charity_1775,Mansoura,55,Bakery,+20-1830256660
Charity_1776,Upper Egypt,220,Bakery,+20-1137292677
Charity_1777,Mansoura,473,Vegetables,+20-1843363083
Charity_1778,Mansoura,184,Fruits,+20-1527751643
Charity_1779,Mansoura,354,Bakery,+20-1336694122
Charity_1780,Upper Egypt,366,Bakery,+20-1994524052
Charity_1781,Alexandria,342,Meat,+20-1623032066
Charity_1782,Alexandria,122,Bakery,+20-1394398117
Charity_1783,Cairo,206,Vegetables,+20-1814205375
Charity_1784,Delta,386,Meat,+20-1411767255
Charity_1785,Delta,233,Dairy,+20-1798514635
Charity_1786,Mansoura,270,Vegetables,+20-1439512928
Charity_1787,Giza,395,Bakery,+20-1408866953
Charity_1788,Mansoura,257,Dairy,+20-1749420211
Charity_1789,Cairo,499,Bakery,+20-1965889148
Charity_1790,Alexandria,149,Meat,+20-1202785243
Charity_1791,Mansoura,488,Fruits,+20-1631898487
Charity_1792,Giza,318,Dairy,+20-1232567157
Charity_1793,Mansoura,200,Dairy,+20-1657006412
Charity_1794,Alexandria,348,Meat,+20-1244687445
Charity_1795,Upper Egypt,248,Vegetables,+20-1753640664
Charity_1796,Mansoura,248,Meat,+20-1229879483
Charity_1797,Mansoura,248,Vegetables,+20-1925415450
Charity_1798,Upper Egypt,326,Dairy,+20-1567492430
Charity_1799,Cairo,443,Vegetables,+20-1431186552
Charity_1800,Delta,317,Vegetables,+20-1389983642
Charity_1801,Mansoura,498,Bakery,+20-1738335244
Charity_1802,Upper Egypt,452,Dairy,+20-1618742769
Charity_1803,Upper Egypt,73,Meat,+20-1525023557
Charity_1804,Alexandria,243,Vegetables,+20-1634333282
Charity_1805,Upper Egypt,301,Fruits,+20-1148109234
Charity_1806,Giza,82,Fruits,+20-1982465279
Charity_1807,Mansoura,117,Vegetables,+20-1193133084
Charity_1808,Upper Egypt,125,Fruits,+20-1258869891
Charity_1809,Alexandria,141,Vegetables,+20-1465289946
Charity_1810,Giza,224,Dairy,+20-1992432275
Charity_1811,Cairo,50,Bakery,+20-1444702357
Charity_1812,Upper Egypt,478,Bakery,+20-1999458190
Charity_1813,Delta,208,Bakery,+20-1519273564
Charity_1814,Cairo,281,Vegetables,+20-1215964646
Charity_1815,Alexandria,484,Meat,+20-1464513008
Charity_1816,Giza,54,Fruits,+20-1886141104
Charity_1817,Giza,219,Vegetables,+20-1924142012
Charity_1818,Cairo,146,Meat,+20-1653015181
Charity_1819,Alexandria,240,Dairy,+20-1117886681
Charity_1820,Alexandria,363,Bakery,+20-1346891401
Charity_1821,Alexandria,389,Vegetables,+20-1360060699
Charity_1822,Giza,114,Meat,+20-1107117563
Charity_1823,Delta,93,Vegetables,+20-1721323101
Charity_1824,Alexandria,182,Vegetables,+20-1879039937
Charity_1825,Cairo,455,Fruits,+20-1849846818
Charity_1826,Upper Egypt,458,Meat,+20-1401761622
Charity_1827,Cairo,463,Bakery,+20-1948275471
Charity_1828,Mansoura,312,Vegetables,+20-1384798407
Charity_1829,Upper Egypt,459,Vegetables,+20-1831125753
Charity_1830,Upper Egypt,288,Dairy,+20-1735376927
Charity_1831,Delta,127,Fruits,+20-1148460572
Charity_1832,Giza,99,Meat,+20-1558578054
Charity_1833,Delta,125,Vegetables,+20-1199567576
Charity_1834,Giza,301,Bakery,+20-1707576317
Charity_1835,Upper Egypt,431,Bakery,+20-1186769461
Charity_1836,Delta,105,Meat,+20-1145778616
Charity_1837,Upper Egypt,340,Dairy,+20-1261709601
Charity_1838,Alexandria,133,Dairy,+20-1469156341
Charity_1839,Mansoura,315,Bakery,+20-1910482394
Charity_1840,Mansoura,465,Vegetables,+20-1829374234
Charity_1841,Alexandria,235,Bakery,+20-1608386027
Charity_1842,Mansoura,194,Fruits,+20-1236898431
Charity_1843,Mansoura,159,Fruits,+20-1639306845
Charity_1844,Delta,322,Vegetables,+20-1309832426
Charity_1845,Upper Egypt,437,Dairy,+20-1984725686
Charity_1846,Upper Egypt,126,Fruits,+20-1433736563
Charity_1847,Alexandria,432,Vegetables,+20-1237719754
Charity_1848,Upper Egypt,214,Vegetables,+20-1451044421
Charity_1849,Cairo,84,Dairy,+20-1665203355
Charity_1850,Upper Egypt,335,Vegetables,+20-1694357540
Charity_1851,Cairo,219,Meat,+20-1367928645
Charity_1852,Alexandria,222,Fruits,+20-1347391500
Charity_1853,Delta,426,Bakery,+20-1300454611
Charity_1854,Delta,291,Vegetables,+20-1107640041
Charity_1855,Alexandria,275,Dairy,+20-1607681366
Charity_1856,Mansoura,244,Dairy,+20-1860844120
Charity_1857,Cairo,322,Vegetables,+20-1680180973
Charity_1858,Delta,303,Fruits,+20-1444620557
Charity_1859,Upper Egypt,406,Bakery,+20-1579689983
Charity_1860,Cairo,420,Vegetables,+20-1159716751
Charity_1861,Upper Egypt,291,Fruits,+20-1322916535
Charity_1862,Cairo,400,Vegetables,+20-1869639577
Charity_1863,Mansoura,334,Fruits,+20-1748730383
Charity_1864,Giza,102,Fruits,+20-1934442983
Charity_1865,Upper Egypt,119,Dairy,+20-1237862641
Charity_1866,Cairo,386,Meat,+20-1616217145
Charity_1867,Alexandria,414,Meat,+20-1375870677
Charity_1868,Alexandria,162,Meat,+20-1782438456
Charity_1869,Cairo,57,Dairy,+20-1187638308
Charity_1870,Alexandria,196,Fruits,+20-1252832776
Charity_1871,Delta,453,Bakery,+20-1510116995
Charity_1872,Alexandria,230,Dairy,+20-1434887732
Charity_1873,Alexandria,154,Vegetables,+20-1174225122
Charity_1874,Delta,457,Bakery,+20-1614134324
Charity_1875,Cairo,465,Meat,+20-1833929537
Charity_1876,Alexandria,166,Vegetables,+20-1979059360
Charity_1877,Giza,191,Bakery,+20-1584175538
Charity_1878,Giza,368,Dairy,+20-1760634809
Charity_1879,Mansoura,64,Meat,+20-1127005199
Charity_1880,Cairo,432,Vegetables,+20-1950213945
Charity_1881,Upper Egypt,204,Vegetables,+20-1416209254
Charity_1882,Alexandria,357,Bakery,+20-1632935024
Charity_1883,Alexandria,428,Bakery,+20-1852710120
Charity_1884,Alexandria,466,Bakery,+20-1869809710
Charity_1885,Mansoura,370,Meat,+20-1887763282
Charity_1886,Delta,318,Bakery,+20-1199128157
Charity_1887,Mansoura,312,Dairy,+20-1157646346
Charity_1888,Upper Egypt,464,Vegetables,+20-1224128440
Charity_1889,Alexandria,343,Bakery,+20-1264761807
Charity_1890,Mansoura,360,Fruits,+20-1333378196
Charity_1891,Mansoura,273,Vegetables,+20-1652943832
Charity_1892,Giza,301,Fruits,+20-1726390372
Charity_1893,Cairo,157,Vegetables,+20-1226191404
Charity_1894,Giza,135,Vegetables,+20-1346006893
Charity_1895,Delta,214,Fruits,+20-1697803422
Charity_1896,Cairo,500,Dairy,+20-1114796240
Charity_1897,Alexandria,280,Vegetables,+20-1836331693
Charity_1898,Cairo,209,Bakery,+20-1334444328
Charity_1899,Mansoura,334,Dairy,+20-1432488404
Charity_1900,Mansoura,291,Dairy,+20-1374704306
Charity_1901,Cairo,285,Meat,+20-1337490289
Charity_1902,Mansoura,247,Dairy,+20-1918535069
Charity_1903,Alexandria,255,Meat,+20-1104007017
Charity_1904,Upper Egypt,280,Dairy,+20-1869925101
Charity_1905,Giza,132,Bakery,+20-1266059657
Charity_1906,Cairo,493,Vegetables,+20-1945511204
Charity_1907,Upper Egypt,380,Bakery,+20-1236428660
Charity_1908,Cairo,347,Vegetables,+20-1640570280
Charity_1909,Mansoura,492,Bakery,+20-1277202879
Charity_1910,Mansoura,334,Fruits,+20-1918789948
Charity_1911,Mansoura,118,Dairy,+20-1380706183
Charity_1912,Upper Egypt,454,Vegetables,+20-1742845741
Charity_1913,Giza,151,Meat,+20-1421440018
Charity_1914,Upper Egypt,448,Fruits,+20-1791325424
Charity_1915,Delta,479,Dairy,+20-1711947172
Charity_1916,Giza,389,Meat,+20-1531962380
Charity_1917,Mansoura,387,Dairy,+20-1134855314
Charity_1918,Alexandria,328,Fruits,+20-1348692663
Charity_1919,Cairo,143,Vegetables,+20-1370985081
Charity_1920,Upper Egypt,185,Vegetables,+20-1465127753
Charity_1921,Delta,465,Fruits,+20-1720921314
Charity_1922,Delta,96,Meat,+20-1659263525
Charity_1923,Upper Egypt,208,Dairy,+20-1477403243
Charity_1924,Cairo,128,Fruits,+20-1294686143
Charity_1925,Cairo,64,Dairy,+20-1904620767
Charity_1926,Giza,289,Bakery,+20-1832516703
Charity_1927,Cairo,292,Meat,+20-1429563277
Charity_1928,Delta,413,Vegetables,+20-1947487880
Charity_1929,Mansoura,179,Bakery,+20-1201841703
Charity_1930,Cairo,402,Dairy,+20-1880193053
Charity_1931,Alexandria,346,Fruits,+20-1488082117
Charity_1932,Upper Egypt,469,Bakery,+20-1965962558
Charity_1933,Upper Egypt,413,Fruits,+20-1714949278
Charity_1934,Alexandria,135,Meat,+20-1768581293
Charity_1935,Giza,305,Bakery,+20-1910358883
Charity_1936,Giza,103,Vegetables,+20-1919331987
Charity_1937,Mansoura,149,Dairy,+20-1461264615
Charity_1938,Delta,304,Vegetables,+20-1624910662
Charity_1939,Mansoura,286,Dairy,+20-1657987921
Charity_1940,Mansoura,293,Dairy,+20-1493104652
Charity_1941,Delta,157,Fruits,+20-1946444638
Charity_1942,Delta,267,Meat,+20-1324002562
Charity_1943,Alexandria,95,Dairy,+20-1375778405
Charity_1944,Delta,87,Bakery,+20-1471564066
Charity_1945,Giza,446,Bakery,+20-1125218799
Charity_1946,Delta,384,Bakery,+20-1958400060
Charity_1947,Alexandria,141,Dairy,+20-1944629857
Charity_1948,Mansoura,487,Vegetables,+20-1306146200
Charity_1949,Giza,361,Bakery,+20-1113943678
Charity_1950,Upper Egypt,465,Dairy,+20-1535984609
Charity_1951,Cairo,236,Meat,+20-1135603000
Charity_1952,Cairo,88,Meat,+20-1340457857
Charity_1953,Delta,104,Fruits,+20-1430656913
Charity_1954,Delta,50,Fruits,+20-1403932132
Charity_1955,Giza,433,Vegetables,+20-1543131261
Charity_1956,Alexandria,305,Bakery,+20-1267808516
Charity_1957,Cairo,183,Bakery,+20-1748227472
Charity_1958,Cairo,94,Meat,+20-1879667809
Charity_1959,Delta,251,Meat,+20-1959238248
Charity_1960,Mansoura,447,Fruits,+20-1986393789
Charity_1961,Mansoura,410,Bakery,+20-1119915944
Charity_1962,Alexandria,479,Bakery,+20-1712770282
Charity_1963,Cairo,225,Dairy,+20-1340702580
Charity_1964,Delta,388,Meat,+20-1509546962
Charity_1965,Mansoura,363,Bakery,+20-1508977587
Charity_1966,Mansoura,391,Vegetables,+20-1515650285
Charity_1967,Mansoura,142,Meat,+20-1727101008
Charity_1968,Upper Egypt,251,Meat,+20-1148376919
Charity_1969,Giza,439,Vegetables,+20-1591848093
Charity_1970,Giza,271,Fruits,+20-1340218578
Charity_1971,Upper Egypt,138,Meat,+20-1490663165
Charity_1972,Delta,458,Dairy,+20-1709470701
Charity_1973,Delta,274,Vegetables,+20-1386643311
Charity_1974,Alexandria,367,Dairy,+20-1211194892
Charity_1975,Upper Egypt,482,Fruits,+20-1488599931
Charity_1976,Upper Egypt,277,Bakery,+20-1309883512
Charity_1977,Giza,443,Dairy,+20-1601335540
Charity_1978,Cairo,110,Meat,+20-1831530122
Charity_1979,Alexandria,207,Bakery,+20-1202944918
Charity_1980,Mansoura,396,Dairy,+20-1320763393
Charity_1981,Upper Egypt,463,Vegetables,+20-1884000589
Charity_1982,Mansoura,52,Bakery,+20-1555277845
Charity_1983,Delta,224,Dairy,+20-1645875443
Charity_1984,Delta,402,Bakery,+20-1788108468
Charity_1985,Upper Egypt,331,Dairy,+20-1909950008
Charity_1986,Cairo,67,Bakery,+20-1468317491
Charity_1987,Upper Egypt,359,Dairy,+20-1315249324
Charity_1988,Alexandria,306,Dairy,+20-1614160608
Charity_1989,Delta,200,Vegetables,+20-1848248891
Charity_1990,Giza,487,Dairy,+20-1393997658
Charity_1991,Alexandria,304,Meat,+20-1280620796
Charity_1992,Mansoura,152,Vegetables,+20-1626135892
Charity_1993,Mansoura,479,Dairy,+20-1806364187
Charity_1994,Mansoura,460,Fruits,+20-1738369591
Charity_1995,Mansoura,463,Fruits,+20-1889578075
Charity_1996,Alexandria,315,Dairy,+20-1804184200
Charity_1997,Upper Egypt,248,Dairy,+20-1764668199
Charity_1998,Alexandria,469,Bakery,+20-1779692793
Charity_1999,Alexandria,276,Meat,+20-1474596821
Charity_2000,Alexandria,481,Vegetables,+20-1395360851
Charity_2001,Mansoura,179,Fruits,+20-1795542553
Charity_2002,Cairo,417,Vegetables,+20-1371858281
Charity_2003,Cairo,446,Fruits,+20-1359134204
Charity_2004,Mansoura,303,Vegetables,+20-1744798912
Charity_2005,Upper Egypt,52,Bakery,+20-1878436027
Charity_2006,Alexandria,397,Bakery,+20-1756208102
Charity_2007,Mansoura,211,Vegetables,+20-1789001620
Charity_2008,Delta,182,Fruits,+20-1128975523
Charity_2009,Giza,275,Fruits,+20-1400280185
Charity_2010,Delta,493,Meat,+20-1929843781
Charity_2011,Mansoura,318,Meat,+20-1502221001
Charity_2012,Giza,322,Vegetables,+20-1313375756
Charity_2013,Upper Egypt,323,Fruits,+20-1532625167
Charity_2014,Delta,146,Vegetables,+20-1874828821
Charity_2015,Delta,111,Vegetables,+20-1537100685
Charity_2016,Delta,244,Fruits,+20-1894926418
Charity_2017,Delta,71,Fruits,+20-1971258200
Charity_2018,Cairo,293,Vegetables,+20-1592415918
Charity_2019,Giza,78,Fruits,+20-1193803294
Charity_2020,Alexandria,50,Dairy,+20-1334530351
Charity_2021,Giza,465,Fruits,+20-1131475764
Charity_2022,Alexandria,102,Meat,+20-1961318748
Charity_2023,Upper Egypt,500,Vegetables,+20-1537669307
Charity_2024,Alexandria,314,Vegetables,+20-1672264692
Charity_2025,Mansoura,373,Bakery,+20-1563728969
Charity_2026,Giza,153,Fruits,+20-1523664360
Charity_2027,Mansoura,193,Dairy,+20-1386128436
Charity_2028,Upper Egypt,453,Dairy,+20-1563731500
Charity_2029,Upper Egypt,69,Vegetables,+20-1334516508
Charity_2030,Giza,298,Vegetables,+20-1982869265
Charity_2031,Delta,367,Dairy,+20-1383957809
Charity_2032,Cairo,221,Bakery,+20-1257449852
Charity_2033,Cairo,412,Bakery,+20-1404596020
Charity_2034,Cairo,77,Meat,+20-1122707819
Charity_2035,Giza,371,Dairy,+20-1568377604
Charity_2036,Cairo,297,Bakery,+20-1218299514
Charity_2037,Upper Egypt,497,Bakery,+20-1452077712
Charity_2038,Cairo,250,Fruits,+20-1655928004
Charity_2039,Alexandria,353,Dairy,+20-1610861207
Charity_2040,Delta,374,Dairy,+20-1317094052
Charity_2041,Delta,150,Vegetables,+20-1996066327
Charity_2042,Cairo,268,Meat,+20-1383023047
Charity_2043,Alexandria,160,Fruits,+20-1580163611
Charity_2044,Upper Egypt,240,Fruits,+20-1857862554
Charity_2045,Mansoura,320,Bakery,+20-1325886802
Charity_2046,Alexandria,61,Fruits,+20-1817991230
Charity_2047,Upper Egypt,401,Vegetables,+20-1540120739
Charity_2048,Cairo,145,Dairy,+20-1131131342
Charity_2049,Upper Egypt,256,Bakery,+20-1605057218
Charity_2050,Alexandria,271,Dairy,+20-1164921188
Charity_2051,Mansoura,93,Bakery,+20-1830359257
Charity_2052,Cairo,131,Bakery,+20-1295779013
Charity_2053,Giza,418,Dairy,+20-1201847444
Charity_2054,Giza,341,Meat,+20-1236768932
Charity_2055,Giza,301,Dairy,+20-1372251119
Charity_2056,Alexandria,356,Bakery,+20-1659330677
Charity_2057,Alexandria,394,Meat,+20-1851493339
Charity_2058,Upper Egypt,156,Vegetables,+20-1634969738
Charity_2059,Mansoura,306,Dairy,+20-1109643879
Charity_2060,Alexandria,405,Bakery,+20-1935909564
Charity_2061,Cairo,300,Bakery,+20-1171015321
Charity_2062,Cairo,371,Dairy,+20-1788461671
